cj,gg,name,price,price2,券后价,xq
江苏万高药业股份有限公司,规格：0.5g*24片,复方大红袍止血片,,￥10.00,9.2,效期： 2021-02-28 
德国夏菩天然药物制药公司,规格：0.28g*30片,莉芙敏片,,￥259.90,239.19,效期： 2020-12-31 
陕西立众制药有限公司,规格：15粒/盒*3小盒,锁阳补肾胶囊,,￥15.80,14.54,效期： 2022-06-14 
大同市云岗制药有限公司,规格：10mg*100片,维生素B6片,2.7,,,效期： 2020-12-31 
Bayer AG(分包装厂：拜耳医药保健有限公司启东分公司),规格：0.5g*1片,克霉唑阴道片(凯妮汀),45.8,,42.15,效期： 2023-02-28 
正大青春宝药业有限公司,规格：20mg*10片*2板,尼莫地平片,,￥10.50,9.66,效期： 2022-06-30 
石药集团欧意药业有限公司,规格：0.4g*24粒,奥拉西坦胶囊,,￥82.00,75.47,效期： 2022-08-02 
西藏海容唐果药业有限公司,规格：20g,冰黄肤乐软膏,,￥18.00,16.57,效期： 2020-11-30 
江西青春康源制药有限公司（原江西新和）,规格：9g*10袋,五子衍宗丸,,￥11.80,10.86,效期： 2021-01-19 
沈阳兴齐眼药股份有限公司,规格：3.5g:10.5mg,氧氟沙星眼膏,,￥15.50,14.26,效期： 2021-02-28 
太极集团浙江东方制药有限公司,规格：0.3g*12粒*4板,藿香正气胶囊,,￥9.60,8.83,效期： 2021-10-31 
MEDAPHARMAGMBH&CO.KG,规格：140mg*10粒,水飞蓟素胶囊(利加隆),,￥32.17,29.61,效期： 2023-12-31 
西安正大制药有限公司,规格：0.23g*100粒,平消胶囊,,￥58.00,53.38,效期： 2023-10-10 
中山市力恩普制药有限公司,规格：0.25g*10粒*2板,阿莫西林胶囊(双铝),,￥2.79,2.57,效期： 2021-01-31 
海南三叶制药厂有限公司,规格：0.25g*6粒,头孢克洛胶囊(欣可诺),,￥5.00,4.6,效期： 2020-11-30 
天方药业有限公司,规格：30ml,盐酸氮芥酊,,￥33.00,30.37,效期： 2021-07-31 
广西万寿堂药业有限公司,规格：10g*10袋,梅苏颗粒,6.6,,6.07,效期： 2021-06-30 
广东恒诚制药股份有限公司（原广东恒诚制药有限公司）,规格：10g*12袋,风热感冒颗粒,,￥8.00,7.36,效期： 2020-12-31 
河南蓝图制药有限公司,规格：0.2g*12粒,盐酸左氧氟沙星胶囊,,￥2.62,2.41,效期： 2021-01-31 
武汉诺安药业有限公司,规格：8ml:24mg,盐酸洛美沙星滴眼液,,￥3.80,3.5,效期： 2021-05-31 
深圳市佳泰药业股份有限公司,规格：0.5g*36粒,肝必复软胶囊,,￥9.20,8.47,效期： 2021-05-31 
青岛海诺生物工程有限公司,规格：60cm*40cm*10片,医用护理垫,,￥10.00,9.2,效期： 2021-06-01 
山西国润制药有限公司,规格：50mg*24片,黄豆苷元片,,￥6.20,5.71,效期： 2021-10-13 
江西远东药业股份有限公司,规格：10ml*10支,养血当归糖浆,,￥8.60,7.91,效期： 2022-07-31 
仲景宛西制药股份有限公司,规格：328ml,国公酒,,￥16.00,14.72,效期： 2023-02-28 
海南制药厂有限公司,规格：100ml,五维他口服溶液,,￥3.60,3.31,效期： 2021-07-31 
常州兰陵制药有限公司,规格：0.2g*14粒,枸橼酸铋雷尼替丁胶囊,,￥10.00,9.2,效期： 2021-07-31 
宝鸡高盛医疗用品有限公司,规格：500g/卷,脱脂棉球,,￥17.66,16.25,效期： 2022-02-13 
广东三顺制药有限公司,规格：0.6g*24片,乳增宁片,,￥16.10,14.82,效期： 2021-02-28 
青海省格拉丹东药业有限公司,规格：0.3g*12粒*2板,调经祛斑胶囊,29.8,,27.43,效期： 2021-08-31 
南昌市草珊瑚生物技术有限公司,规格：10ml*30支,采森牌葡萄糖酸钙口服液,18.9,,17.39,效期： 2022-01-01 
江苏康缘药业股份有限公司,规格：0.2g*10片,苯扎贝特片,,￥4.90,4.51,效期： 2021-01-31 
福建太平洋制药有限公司,规格：18g*1支,曲安奈德益康唑乳膏,,￥6.00,5.52,效期： 2021-06-30 
甘肃河西制药有限责任公司,规格：5g*10袋,宝宝乐,,￥5.73,5.27,效期： 2022-09-30 
江苏鹏鹞药业有限公司,规格：50mg*50片,盐酸普罗帕酮片,7,,6.44,效期： 2023-08-31 
江苏康缘药业股份有限公司,规格：0.34g*60片,天舒片,,￥56.00,51.54,效期： 2022-11-30 
广州市药材公司中药饮片厂,规格：0.3g,羚羊角粉,,￥25.00,23.01,效期： 2028-12-16 
瀚晖制药有限公司（原海正辉瑞制药有限公司）,规格：0.15g*6片,厄贝沙坦片,,￥5.70,5.25,效期： 2022-03-31 
重庆科瑞制药（集团）有限公司,规格：0.5g*8片*1板,替硝唑片,,￥3.50,3.22,效期： 2021-05-31 
甘南佛阁藏药有限公司,规格：0.5g*18丸,二十五味肺病丸,,￥20.00,18.41,效期： 2023-09-03 
镇平时通实业有限公司委托镇平香江东方实业有限公司,规格：280ml,妇科黄柏抑菌洗液,,￥10.80,9.94,效期： 2022-03-02 
海南倍特药业有限公司,规格：40mg/瓶*10瓶,注射用奥美拉唑钠,,￥0.58,0.53,效期： 2021-06-30 
通化百信药业有限公司,规格：2g*5枚,消痔栓,5.2,,4.79,效期： 2022-06-30 
四川明欣药业有限责任公司（原成都鹤鸣山制有限责任公司）,规格：10g:10mg,丁酸氢化可的松乳膏,,￥5.50,5.06,效期： 2020-11-08 
天方药业有限公司,规格：50ml:25mg,盐酸氮芥酊,,￥53.00,48.78,效期： 2020-11-30 
国药集团川抗制药有限公司,规格：2.5mg*20片,盐酸米多君片,,￥45.00,41.41,效期： 2021-08-20 
吉林玉仁制药股份有限公司,规格：8g*12袋,开郁舒肝丸,,￥10.80,9.94,效期： 2022-06-08 
四川天利合药业有限公司,规格：切制 1kg,百部段,,￥43.20,39.76,效期：
陕西摩美得气血和制药有限公司（原陕西摩美得制药有限公司）,规格：0.3g*45粒,消银胶囊,,￥12.80,11.78,效期： 2022-03-31 
陕西步长制药有限公司,规格：0.4g*48粒,脑心通胶囊,,￥32.20,29.63,效期： 2021-07-31 
成都迪康药业股份有限公司,规格：15mg*7片*2板,盐酸吡格列酮片,,￥12.50,11.5,效期： 2021-04-27 
贵州三仁堂药业有限公司,规格：0.3g*12片*3板,杜仲平压片,,￥5.80,5.34,效期： 2022-03-31 
江西南昌桑海制药有限责任公司,规格：15g*10袋,肾石通颗粒,,￥8.40,7.73,效期： 2021-05-31 
山东鲁抗医药股份有限公司,规格：4mg*14片,酒石酸罗格列酮片,,￥14.00,12.88,效期： 2021-02-28 
亚宝药业集团股份有限公司,规格：2.5mg*20片,吲达帕胺片,,￥4.50,4.14,效期： 2022-01-31 
上海华源安徽锦辉制药有限公司,规格：250ml,丹参滴注液,10.5,,9.66,效期： 2020-12-20 
陕西制药有限责任公司,规格：3g*6袋,止嗽扫痰丸,,￥6.53,6.01,效期： 2021-04-30 
河北一品制药股份有限公司,规格：100ml,异氟烷,,￥210.00,193.26,效期： 2024-02-28 
Bayer Wemar Gmbll und Co.KG（分包装厂：拜耳医药保健有限公司广州分公司）,规格：28片,雌二醇屈螺酮片,227.7,,209.55,效期： 2023-09-09 
黑龙江福和制药集团股份有限公司,规格：0.32g*120片,消银片(薄膜衣片),,￥48.70,44.82,效期： 2022-11-30 
陕西金象制药有限公司,规格：0.3g*36粒,复明胶囊,,￥10.00,9.2,效期： 2020-05-31 
湖南湘雅制药有限公司,规格：2g:0.5g*12袋,铝碳酸镁颗粒,,￥5.50,5.06,效期： 2021-12-31 
四川迪菲特药业有限公司,规格：0.25g*15片*2板,门冬酰胺片,,￥8.22,7.56,效期： 2021-12-31 
正大青春宝药业有限公司,规格：0.2mg*30片,伏格列波糖片,,￥13.50,12.42,效期： 2020-10-31 
景忠山国药（唐山）有限公司,规格：12片*4板,清脑降压片,,￥3.60,3.31,效期： 2021-05-31 
成都迪康药业股份有限公司,规格：0.44g*36粒,芩连胶囊,,￥11.50,10.58,效期： 2020-05-08 
贵州良济药业有限公司,规格：0.45g(含0.4g)*12粒*2板,猴耳环消炎胶囊,,￥14.00,12.88,效期： 2021-05-13 
重庆圣华曦药业股份有限公司,规格：10片*2板,氟哌噻吨美利曲辛片,,￥36.40,33.5,效期： 2021-08-31 
蓬莱诺康药业有限公司,规格：1.34mg*6片,富马酸氯马斯汀片,,￥3.58,3.29,效期： 2022-04-21 
吉林省康福药业有限公司,规格：0.42g*36片(薄膜衣),排毒清脂片,,￥9.10,8.37,效期： 2021-06-30 
吉林省天泰药业股份有限公司,规格：0.5g*12袋,娃娃宁,3.2,,2.94,效期： 2021-04-30 
博福-益普生(天津)制药有限公司,规格：3g*10袋,蒙脱石散(思密达原味),,￥17.50,16.11,效期： 2023-09-30 
亚宝药业集团股份有限公司,规格：10ml*5支,冠心宁注射液,,￥3.50,3.22,效期： 2021-03-31 
药都制药集团股份有限公司,规格：9g*10丸,乌鸡白凤丸,,￥11.98,11.03,效期： 2022-12-21 
青岛科美生物工程有限公司,规格：III型卫生巾型245mm/片*8片/包,医用护理垫,,￥6.00,5.52,效期： 2021-08-01 
新乡市华信药业有限公司,规格：(40g:0.4g)40g/支,磺胺嘧啶银乳膏,,￥15.00,13.8,效期： 2021-05-25 
广西亿康药业股份有限公司,规格：24片,莲芝消炎片,,￥3.80,3.5,效期： 2021-05-31 
天津太平洋制药有限公司,规格：0.1g*20片,非普拉宗片,,￥8.00,7.36,效期： 2022-01-31 
四川逢春制药有限公司,规格：15g*9袋,蒲公英颗粒,,￥4.95,4.56,效期： 2021-04-30 
沈阳飞龙药业有限公司,规格：10ml*6支,芩翘口服液,,￥17.50,16.11,效期： 2021-05-13 
广州白云山和记黄埔中药有限公司,规格：10g*18袋,感冒灵颗粒,,￥13.60,12.52,效期： 2021-02-28 
江西樟都药业有限公司,规格：5g*5支,修复缩阴凝胶,,￥9.20,8.47,效期： 2021-07-03 
吉林市鹿王制药股份有限公司,规格：0.27g*54粒,肾炎舒片(薄膜衣),19.8,,18.22,效期： 2022-10-05 
甘肃兰药药业有限公司,规格：10mg*12片,氢溴酸高乌甲素片,,￥12.80,11.78,效期： 2021-06-30 
国药集团中联药业有限公司,规格：15g,肚痛丸,,￥7.00,6.44,效期： 2021-09-30 
重庆科瑞制药(集团)有限公司,规格：60mg*24片,洛索洛芬钠片,9.9,,9.11,效期： 2021-10-31 
天津市西苑寺制作所,规格：TM-100250ml/支,医用超声耦合剂,,￥1.95,1.79,效期： 2021-06-21 
威特(湖南)药业有限公司,规格：0.15g*6片,尼扎替丁分散片,,￥13.40,12.33,效期： 2021-05-31 
同药集团大同制药有限公司（原亚宝药业大同制药有限公司）,规格：3g*10丸,抗骨质增生丸,,￥8.80,8.1,效期： 2024-01-31 
RottapharmLtd,规格：0.25g*20粒,硫酸氨基葡萄糖胶囊,,￥45.20,41.6,效期： 2020-07-15 
成都迪康药业股份有限公司,规格：10g*12袋,金钱草颗粒,,￥14.45,13.3,效期： 2021-05-14 
吉林玉仁制药股份有限公司,规格：12片*2板,妇康片,,￥3.00,2.76,效期： 2021-02-08 
四川天利合药业有限公司,规格：净制1kg,桑枝,,￥8.64,7.95,效期：
葛兰素史克制药（苏州）有限公司,规格：0.1g*14片,拉米夫定片(贺普丁),,￥164.50,151.39,效期： 2021-11-07 
湖北舒邦药业有限公司,规格：10g,复方酮康唑软膏,,￥2.10,1.93,效期： 2020-08-31 
广州白云山医药集团股份有限公司白云山何济公制药厂,规格：2.5g(1g:5mg),红霉素眼膏,,￥3.95,3.64,效期： 2023-10-31 
青海鲁抗大地药业有限公司,规格：0.35g*30粒,排毒清脂胶囊,,￥12.00,11.04,效期： 2021-11-30 
四川百利药业有限责任公司,规格：10mg*12袋,消旋卡多曲颗粒,,￥24.50,22.55,效期： 2021-01-31 
上海天龙药业有限公司,规格：25mg*24片,双氯芬酸钾片(洛普佳),,￥4.80,4.42,效期： 2022-04-07 
昆明源瑞制药有限公司,规格：0.28125g*18片,阿莫西林克拉维酸钾咀嚼片(8:1),,￥14.50,13.34,效期： 2021-09-30 
广州花城药业有限公司,规格：15g*10袋,鼻炎宁颗粒,,￥7.20,6.63,效期： 2021-01-31 
吉林省鑫辉药业有限公司,规格：6g*10丸,三肾丸,4.5,,4.14,效期： 2022-12-31 
山西仁源堂药业有限公司,规格：0.32g*10粒*5板,化瘀祛斑胶囊,,￥9.70,8.93,效期： 2022-12-31 
江苏正大丰海制药有限公司,规格：250ml,甘油果糖氯化钠注射液,,￥6.80,6.26,效期： 2020-05-31 
SandozGmbH,规格：1.0g/片*6片,阿莫西林克拉维酸钾片(7:1)(莱得怡),10.55,,9.71,效期： 2021-03-31 
宁波大红鹰药业股份有限公司,规格：100片,复方甘草片,,￥7.50,6.9,效期： 2020-03-31 
扬子江药业集团广州海瑞药业有限公司,规格：0.15g*24粒,醋氨己酸锌胶囊,,￥28.28,26.03,效期： 2022-03-31 
陕西天地人和药业有限公司,规格：0.4g*45粒,骨愈灵胶囊,,￥39.00,35.89,效期： 2021-09-30 
四川省旺林堂药业有限公司,规格：2g*8袋,健儿乐颗粒,,￥4.80,4.42,效期： 2020-09-30 
广西白云山盈康药业有限公司,规格：24片薄膜衣,咳特灵片,,￥4.16,3.83,效期： 2020-11-30 
江西本真药业有限责任公司,规格：0.31g*48片,千喜片,,￥13.50,12.42,效期： 2021-09-30 
湖北科益药业股份有限公司,规格：0.3g*20支/盒,注射用甲磺酸左氧氟沙星,,￥3.20,2.94,效期： 2021-10-14 
广东先强药业有限公司,规格：0.1g*10片,头孢克肟分散片(先强严灵),,￥5.30,4.88,效期： 2021-08-31 
湖北太子药业有限公司,规格：150ml,强力枇杷露,,￥6.30,5.8,效期： 2021-02-28 
云鹏医药集团有限公司（原山西云鹏制药有限公司）,规格：20mg*36片,硝苯地平缓释片(II)(套盒),,￥7.50,6.9,效期： 2021-10-16 
河南辅仁堂制药有限公司,规格：12粒*2板,降脂通便胶囊,,￥14.50,13.34,效期： 2021-04-30 
浙江维康药业股份有限公司,规格：0.7g*12袋,银黄滴丸,,￥13.00,11.96,效期： 2022-01-31 
江苏吴中医药集团有限公司苏州制药厂,规格：0.375g*1.5ml,尼可刹米注射液,,￥41.90,38.56,效期： 2020-01-31 
黑龙江天龙药业有限公司,规格：10g,复方樟脑乳膏,,￥4.30,3.96,效期： 2020-10-31 
四川金药师制药有限公司,规格：3g*20袋,板蓝根颗粒(无蔗糖),5.86,,5.39,效期： 2022-03-31 
西南药业股份有限公司,规格：2ml:1mg*2支,盐酸异丙肾上腺素注射液,,￥59.90,55.13,效期： 2020-05-31 
长春人民药业集团有限公司,规格：3.5g*6丸*5袋,藤黄健骨丸,,￥14.50,13.34,效期： 2022-10-31 
上海罗氏制药有限公司,规格：0.25g*40粒,吗替麦考酚酯胶囊,,￥460.00,423.34,效期： 2022-02-28 
宿州亿帆药业有限公司,规格：10g,丙酸氯倍他索乳膏,,￥1.20,1.1,效期： 2021-01-31 
西安恒生堂制药有限公司,规格：基片重0.5g*45片(糖衣片),复方肾炎片,,￥69.00,63.5,效期： 2020-11-30 
贵州君之堂制药有限公司,规格：5g*10袋,小儿氨酚黄那敏颗粒,,￥7.05,6.49,效期： 2021-01-31 
贵阳新天药业股份有限公司,规格：5g*4支,苦参凝胶,,￥38.10,35.06,效期： 2021-05-31 
吉林省俊宏药业有限公司,规格：0.35g*18粒,肿节风胶囊,4.2,,3.87,效期： 2022-10-31 
广东华南药业集团有限公司委托广东众生药业股份有限公司,规格：0.4g*9粒*3板,脑栓通胶囊,,￥28.00,25.77,效期： 2021-06-19 
山西东汝制药有限公司,规格：252g,龟甲胶,,￥440.00,404.93,效期： 2022-11-30 
武汉太福制药有限公司,规格：0.2g*200丸,鼻渊丸,13.5,,12.42,效期： 2022-08-31 
成都亨达药业有限公司委托四川金药师制药有限公司,规格：15g*20袋,复方板蓝根颗粒,,￥5.10,4.69,效期： 2020-06-30 
海南三叶制药厂有限公司,规格：150mg*10粒,罗红霉素胶囊,,￥3.50,3.22,效期： 2021-01-31 
海南斯达制药有限公司,规格：0.375g*6片,托西酸舒他西林片,,￥10.60,9.76,效期： 2021-06-30 
西安康华药业有限公司,规格：20片,复方氯己定地塞米松膜,,￥5.50,5.06,效期： 2022-03-31 
北京协和药厂,规格：25mg*9片,双环醇片(百赛诺),,￥36.50,33.59,效期： 2022-08-31 
亚宝药业集团股份有限公司,规格：45片,强力脑清素片,,￥9.35,8.6,效期： 2020-09-30 
无锡意和仁医疗器械有限公司,规格：A型(50条),一次性使用止血带,,￥20.00,18.41,效期： 2021-12-05 
贵州恒霸药业股份有限责任公司,规格：70ml,伤科灵喷雾剂,,￥16.00,14.72,效期： 2022-03-31 
阜新蒙药有限责任公司,规格：30粒*4袋,清肺十八味丸,,￥10.50,9.66,效期： 2023-12-31 
广东华南药业集团有限公司,规格：0.66g*9粒,复方血栓通软胶囊,,￥14.10,12.98,效期： 2021-08-09 
广东万年青制药有限公司,规格：20丸,珠贝定喘丸,,￥5.60,5.15,效期： 2021-09-30 
贵州汉方药业有限公司,规格：0.5g*12粒*3板,芪胶升白胶囊,,￥44.50,40.95,效期： 2021-10-09 
湖北金龙福药业有限公司,规格：6g*10袋,小儿氨酚黄那敏颗粒,,￥3.50,3.22,效期： 2021-01-31 
华北制药河北华诺有限公司,规格：12粒,神黄钠铝胶囊,,￥3.00,2.76,效期： 2020-10-31 
贵州益康制药有限公司,规格：0.5g*12粒*3板,全天麻胶囊,,￥13.50,12.42,效期： 2022-06-30 
四川健能制药有限公司,规格：0.5g*40片,铝碳酸镁片,,￥6.88,6.33,效期： 2021-03-31 
吉林省天泰药业股份有限公司,规格：0.3g*20粒*3板,舒神灵胶囊,8,,7.36,效期： 2022-03-31 
广东五虎山药业有限公司,规格：180片,杜仲平压片,,￥17.00,15.65,效期： 2022-05-25 
成都永康制药有限公司,规格：0.6g*8袋,小金丸,,￥18.50,17.03,效期： 2021-10-31 
国药集团宜宾制药有限责任公司,规格：6g*12袋,消风止痒颗粒,,￥15.80,14.54,效期： 2020-12-31 
金诃藏药股份有限公司,规格：0.5g*20丸,如意珍宝丸,,￥40.00,36.81,效期： 2022-07-31 
吉林省辉南长龙生化药业股份有限公司,规格：24片*2板,追风舒经活血片,,￥9.00,8.28,效期： 2022-10-31 
青岛双鲸药业股份有限公司（青岛双鲸药业有限公司）,规格：400单位*12粒*3板,维生素D滴剂,,￥47.00,43.25,效期： 2021-10-16 
吉林省辉南长龙生化药业股份有限公司,规格：0.22g*18粒,海昆肾喜胶囊,,￥66.00,60.74,效期： 2020-09-30 
四川科伦药业股份有限公司,规格：10mg*6粒,拉呋替丁胶囊,,￥24.30,22.36,效期： 2021-10-01 
四川科伦药业股份有限公司,规格：500ml,灭菌注射用水,,￥2.10,1.93,效期： 2021-01-31 
重庆科瑞南海制药有限责任公司,规格：0.5g*10片*3板,盐酸二甲双胍缓释片,,￥6.50,5.98,效期： 2022-01-31 
江西药健实业有限公司,规格：30ml,宝宝紫草油,,￥5.50,5.06,效期： 2021-03-01 
国药集团容生制药有限公司,规格：10ml:0.3g*5支,氯化钙注射液,15,,13.8,效期： 2021-06-30 
朗致集团双人药业有限公司,规格：6g*10袋,龙胆泻肝丸,,￥5.40,4.97,效期： 2021-10-10 
